"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_001107958",69.1579308722173,-0.0957307227950207,0.208685900514803,0.39621656020477,0.734185599958857
"NM_001107959",652.899403130505,-0.114001947316529,0.150618861797167,0.328838183486346,0.681982904529152
"NM_001107960",46.1453786596817,0.0760114511466986,0.203066879440069,0.493766051700892,0.800446208847506
"NM_001107962",233.232822636855,-0.0399684612383347,0.145207367353334,0.723539565546073,0.915026803368795
"NM_001107963",49.2594471748176,-0.0750520225657916,0.210671496137545,0.474916609607108,0.790982590180615
"NM_001107964",955.217498511852,0.104973617876787,0.12947332647009,0.330770411127775,0.683498658426563
"NM_001107965",13.9607325831301,-0.132625479630846,0.266250932946175,0.124882013746868,0.433166803669557
"NM_001107966",1447.38732667274,0.0224973676815648,0.109624078660848,0.815212185372998,0.948485041557512
"NM_001107967",713.029586458576,-0.375090842953742,0.213988416538863,0.0150111695589323,0.120156620860819
"NM_001107968",112.411385229229,0.394805652984118,0.251499648724957,0.0182020431529784,0.136235683319569
"NM_001107969",522.459215560315,0.0237914655960227,0.168964800811764,0.838978339847552,0.955345411431325
"NM_001107970",14.0274322857168,0.132190565383906,0.272535284447363,0.0877700525416744,0.360272669869342
"NM_001107971",495.391913063721,0.186509715225071,0.138620528142525,0.100797223306714,0.38611316633358
"NM_001107972",71.5619105300405,0.24462663753551,0.281849250130026,0.0875473601037881,0.360157019519821
"NM_001107973",129.100165663731,0.201379652597115,0.195838995985009,0.131483502335644,0.446244514893425
"NM_001107974",1125.05174820896,-0.134001575680726,0.126950807869812,0.208653539617492,0.555216675749553
"NM_001107977",75.2784560608141,0.0199009271293523,0.180158492196474,0.862133437340739,0.960235496354363
"NM_001107978",361.146817636526,0.0246578313501957,0.133247566929401,0.82222063907503,0.951680433002826
"NM_001107979",31.1933745824942,-0.0742347575602005,0.213469961357202,0.469148928260056,0.787510802956335
"NM_001107981",28.3487542589688,0.0825785372367144,0.226057586152936,0.378510794649676,0.719467081643355
"NM_001107982",442.946857346364,-0.209204200529657,0.147077749627666,0.0764730008582244,0.332780196182886
"NM_001107983",251.126004262781,0.137821064384265,0.158389808069753,0.251852006592507,0.609471620378978
"NM_001107984",232.586001345534,0.00197386035582623,0.146762002330794,0.987665984809128,0.996813051431111
"NM_001107985",723.471516897592,-0.761277287460283,0.237611290102793,0.000102544609519051,0.00254415075191016
"NM_001107986",1268.62987416474,0.0283230348347723,0.113190438550117,0.774078767799108,0.933143610858836
"NM_001107990",61.8497879350709,0.00235817605044189,0.192193395637844,0.984198586748689,0.994873191811039
"NM_001107993",248.930952940336,0.188603391417513,0.193351607091276,0.152799018445818,0.477037139510825
"NM_001107994",16.677472465598,0.0711000205770771,0.240463896229038,0.201050921341192,0.54484545510364
"NM_001107995",269.729648288362,-0.00892370497583562,0.143936444083564,0.935678547661024,0.981319069618578
"NM_001107996",453.180657716554,0.867474897378937,0.160270243637659,5.07032639945599e-09,3.72217522940885e-07
"NM_001107998",1028.19271578129,-0.175332822122155,0.155573655142141,0.146372383117315,0.467466985176215
"NM_001107999",396.418573108164,-0.0112703031723413,0.126061099860693,0.91398505528311,0.97501807651114
"NM_001108002",230.841051572666,0.141192976109503,0.16982437050297,0.25333737671126,0.610996850493089
"NM_001108003",148.972161415482,0.0141993324555965,0.150984080792893,0.902540191458917,0.971510858010125
"NM_001108004",324.880717977281,-0.328959276052293,0.185001076369305,0.0188716967364636,0.139590645701461
"NM_001108005",638.795967679647,-0.0168537119794971,0.127532223949485,0.877783598713454,0.965606289990356
"NM_001108006",2380.94364825647,-0.0426388644607989,0.124839757706641,0.684024573045266,0.900319965680436
"NM_001108007",1188.67481063183,-0.782787766335712,0.160485604351534,9.1849648937435e-08,5.1812870384812e-06
"NM_001108008",1097.82329637573,-0.129952362289764,0.131725600535496,0.234245280744605,0.587421834118082
"NM_001108009",302.757251503939,-0.0947981594583959,0.156837279444104,0.420226092958777,0.753048531070418
"NM_001108010",243.150641503954,-0.04384247477709,0.155704422096708,0.703603755644492,0.907045608712905
"NM_001108012",685.415088904664,-0.0411812266526845,0.133309543421037,0.708008700298759,0.908359737826443
"NM_001108014",1223.39891739078,-0.453911688380995,0.137511057438275,0.0001765648091885,0.00402348826004112
"NM_001108015",62.1541082323319,-0.0448989885785159,0.189775515338589,0.685954650574974,0.900442518889276
"NM_001108017",113.342729005252,0.0980057990178608,0.21436087605309,0.379110715232525,0.719510790792095
"NM_001108018",353.361652532923,0.10646562791065,0.134050235358863,0.334145333453073,0.686217605662011
"NM_001108019",231.153117611289,0.0116552030913776,0.149874513361945,0.920060549923962,0.976454002780971
"NM_001108021",46.258199931286,-0.0430992234306885,0.192691785277114,0.694326850137904,0.904147441992567
"NM_001108022",29.725655204725,-0.0602487530339118,0.216585455762639,0.518267410741828,0.814784804959219
"NM_001108023",353.472690405616,-0.174898024786581,0.164948476711905,0.158054254953683,0.480847432470501
"NM_001108025",35.6186865940754,0.087350911761441,0.216861084014866,0.407088950997354,0.743048258990061
"NM_001108027",18.0888356605811,0.00620989759085658,0.211568717645557,0.944047964283204,0.983612062506008
"NM_001108028",436.72108095119,-0.0500048190083408,0.139054922042331,0.652222691973169,0.887572728868515
"NM_001108029",370.58791989699,-0.0341376227013124,0.132132239235275,0.751904123325346,0.925452325734921
"NM_001108030",1561.87408880139,-0.465098850087368,0.192724335618368,0.00233651133933314,0.0319118678849296
"NM_001108031",131.336368634311,-0.101294785475518,0.199198131377899,0.390289047337216,0.729823308256841
"NM_001108033",176.264461967102,-0.210373972686639,0.183981959789522,0.109327793973178,0.403731077406119
"NM_001108034",290.408277485404,-0.174375204852296,0.164084739623821,0.157576128683265,0.480315345390215
"NM_001108036",216.966165189358,0.0799627738118758,0.143234342450484,0.481874849612301,0.795245458385825
"NM_001108038",997.863504400968,0.394000419770369,0.152991367688452,0.00256182169280902,0.0342364150916797
"NM_001108040",164.743883222245,0.314847871965233,0.213228678934405,0.034176006480583,0.203838863360539
"NM_001108041",228.00615670045,-0.223617007440369,0.224552814813322,0.108645841413493,0.402511624013071
"NM_001108042",467.566976017085,-0.171522133917831,0.150428732312065,0.147548270882548,0.46879413741869
"NM_001108043",451.269656749784,-0.155036960115106,0.13381433355401,0.160668590105987,0.484646084975136
"NM_001108044",464.465351262458,0.278071448105192,0.161794743426932,0.0295000472791164,0.185770568000922
"NM_001108045",56.3051260338907,0.539771546806097,0.345978803927198,0.00962218675347161,0.0878454834954929
"NM_001108046",386.412765752134,0.121950880153805,0.129632432899419,0.259788481598923,0.619167201599715
"NM_001108047",1003.57117418692,-0.237724218761474,0.182644455051046,0.073768246885629,0.326309562575391
"NM_001108048",106.388583558184,-0.0857393860551091,0.203317948201958,0.448006637018409,0.773763385452544
"NM_001108049",44.2127649938601,-0.175264289217861,0.265347321167156,0.144187632950599,0.465163269977994
